state,date,confirmed,deaths,cured,daily_new_cases,totalsamples,positive,positive_test_rate,total_doses_administered,population,vaccination_rate,case_fatality_rate,risk_level
Andaman and Nicobar Islands,2020-03-26,1,0,0,1,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-03-27,1,0,0,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-03-28,6,0,0,5,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-03-29,9,0,0,3,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-03-30,9,0,0,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-03-31,10,0,0,1,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-01,10,0,0,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-02,10,0,0,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-03,10,0,0,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-04,10,0,0,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-05,10,0,0,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-06,10,0,0,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-07,10,0,0,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-08,10,0,0,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-09,11,0,0,1,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-10,11,0,0,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-11,11,0,0,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-12,11,0,10,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-13,11,0,10,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-14,11,0,10,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-15,11,0,10,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-16,11,0,10,0,,,0,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-17,11,0,10,0,1403,12,0.86,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-18,12,0,11,1,1403,12,0.86,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-19,14,0,11,2,1403,12,0.86,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-20,15,0,11,1,1403,12,0.86,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-21,16,0,11,1,1403,12,0.86,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-22,17,0,11,1,1403,12,0.86,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-23,18,0,11,1,1403,12,0.86,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-24,22,0,11,4,2679,27,1.01,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-25,27,0,11,5,2679,27,1.01,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-26,33,0,11,6,2679,27,1.01,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-27,33,0,11,0,2848,33,1.16,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-28,33,0,11,0,2848,33,1.16,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-29,33,0,15,0,2848,33,1.16,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-04-30,33,0,15,0,2848,33,1.16,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-01,33,0,16,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-02,33,0,16,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-03,33,0,17,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-04,33,0,32,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-05,33,0,32,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-06,33,0,32,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-07,33,0,32,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-08,33,0,33,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-09,33,0,33,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-10,33,0,33,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-11,33,0,33,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-12,33,0,33,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-13,33,0,33,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-14,33,0,33,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-15,33,0,33,0,3754,33,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-16,33,0,33,0,6677,33,0.49,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-17,33,0,33,0,6677,33,0.49,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-18,33,0,33,0,6677,33,0.49,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-19,33,0,33,0,6965,33,0.47,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-20,33,0,33,0,7082,33,0.47,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-21,33,0,33,0,7167,33,0.46,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-22,33,0,33,0,7263,33,0.45,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-23,33,0,33,0,7327,33,0.45,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-24,33,0,33,0,7327,33,0.45,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-25,33,0,33,0,7363,33,0.45,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-26,33,0,33,0,7448,33,0.44,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-27,33,0,33,0,7499,33,0.44,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-28,33,0,33,0,7519,33,0.44,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-29,33,0,33,0,7567,33,0.44,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-30,33,0,33,0,7567,33,0.44,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-05-31,33,0,33,0,7706,33,0.43,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-01,33,0,33,0,7805,33,0.42,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-02,33,0,33,0,8086,33,0.41,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-03,33,0,33,0,8295,33,0.40,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-04,33,0,33,0,8413,33,0.39,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-05,33,0,33,0,8694,33,0.38,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-06,33,0,33,0,9037,33,0.37,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-07,33,0,33,0,9242,33,0.36,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-08,33,0,33,0,9341,33,0.35,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-09,33,0,33,0,9859,33,0.33,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-10,33,0,33,0,10010,35,0.35,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-11,34,0,33,1,10226,38,0.37,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-12,38,0,33,4,10697,38,0.36,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-13,38,0,33,0,10955,38,0.35,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-14,38,0,33,0,11356,38,0.33,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-15,38,0,33,0,11518,41,0.36,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-16,41,0,33,3,11809,44,0.37,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-17,44,0,33,3,12239,44,0.36,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-18,44,0,33,0,12622,45,0.36,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-19,44,0,33,0,12930,47,0.36,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-20,45,0,35,1,13320,47,0.35,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-21,47,0,36,2,13434,48,0.36,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-22,48,0,37,1,13511,48,0.36,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-23,48,0,37,0,13723,50,0.36,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-24,50,0,40,2,13994,56,0.40,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-25,56,0,43,6,14277,59,0.41,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-26,59,0,43,3,14583,72,0.49,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-27,72,0,43,13,14851,73,0.49,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-28,72,0,43,0,15094,83,0.55,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-29,76,0,45,4,15410,90,0.58,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-06-30,90,0,46,14,15709,97,0.62,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-01,97,0,50,7,15982,100,0.63,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-02,100,0,50,3,16278,109,0.67,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-03,109,0,51,9,16626,116,0.70,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-04,116,0,54,7,16832,119,0.71,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-05,119,0,66,3,16909,125,0.74,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-06,125,0,72,6,17095,141,0.82,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-07,141,0,74,16,17381,147,0.85,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-08,147,0,75,6,17643,149,0.84,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-09,149,0,77,2,17852,151,0.85,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-10,151,0,83,2,18046,156,0.86,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-11,156,0,92,5,18315,163,0.89,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-12,163,0,93,7,18447,163,0.88,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-13,163,0,93,0,18609,166,0.89,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-14,166,0,109,3,18884,171,0.91,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-15,166,0,109,0,19061,176,0.92,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-16,176,0,130,10,19227,180,0.94,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-17,180,0,133,4,19421,194,1.00,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-18,194,0,142,14,19671,198,1.01,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-19,198,0,145,4,19904,203,1.02,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-20,203,0,145,5,20301,207,1.02,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-21,207,0,152,4,20642,212,1.03,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-22,212,0,159,5,21043,221,1.05,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-23,221,0,163,9,21310,240,1.13,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-24,240,0,170,19,21743,259,1.19,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-25,259,0,174,19,21965,290,1.32,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-26,290,0,176,31,22049,324,1.47,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-27,324,0,182,34,22548,338,1.50,,380581,,0.00,Low Risk
Andaman and Nicobar Islands,2020-07-28,338,1,192,14,22925,363,1.58,,380581,,0.30,Low Risk
Andaman and Nicobar Islands,2020-07-29,363,1,196,25,23217,428,1.84,,380581,,0.28,Low Risk
Andaman and Nicobar Islands,2020-07-30,428,2,201,65,23615,471,1.99,,380581,,0.47,Low Risk
Andaman and Nicobar Islands,2020-07-31,471,4,201,43,24038,548,2.28,,380581,,0.85,Low Risk
Andaman and Nicobar Islands,2020-08-01,548,5,214,77,24308,636,2.62,,380581,,0.91,Low Risk
Andaman and Nicobar Islands,2020-08-02,636,7,226,88,24580,734,2.99,,380581,,1.10,Low Risk
Andaman and Nicobar Islands,2020-08-03,734,8,242,98,25034,830,3.32,,380581,,1.09,Low Risk
Andaman and Nicobar Islands,2020-08-04,830,10,263,96,25492,928,3.64,,380581,,1.20,Low Risk
Andaman and Nicobar Islands,2020-08-05,928,12,277,98,25826,1027,3.98,,380581,,1.29,Low Risk
Andaman and Nicobar Islands,2020-08-06,1027,14,326,99,26516,1123,4.24,,380581,,1.36,Low Risk
Andaman and Nicobar Islands,2020-08-07,1123,16,355,96,26915,1222,4.54,,380581,,1.42,Low Risk
Andaman and Nicobar Islands,2020-08-08,1222,19,425,99,27073,1351,4.99,,380581,,1.55,Low Risk
Andaman and Nicobar Islands,2020-08-09,1351,20,500,129,27103,1490,5.50,,380581,,1.48,Low Risk
Andaman and Nicobar Islands,2020-08-10,1490,20,648,139,27346,1625,5.94,,380581,,1.34,Low Risk
Andaman and Nicobar Islands,2020-08-11,1625,20,709,135,27455,1764,6.43,,380581,,1.23,Low Risk
Andaman and Nicobar Islands,2020-08-12,1764,21,749,139,27744,1900,6.85,,380581,,1.19,Low Risk
Andaman and Nicobar Islands,2020-08-13,1900,21,829,136,27973,2037,7.28,,380581,,1.11,Low Risk
Andaman and Nicobar Islands,2020-08-14,2037,22,924,137,28129,2186,7.77,,380581,,1.08,Low Risk
Andaman and Nicobar Islands,2020-08-15,2186,24,1032,149,28209,2306,8.17,,380581,,1.10,Low Risk
Andaman and Nicobar Islands,2020-08-16,2306,24,1128,120,28229,2399,8.50,,380581,,1.04,Low Risk
Andaman and Nicobar Islands,2020-08-17,2399,28,1226,93,28672,2445,8.53,,380581,,1.17,Low Risk
Andaman and Nicobar Islands,2020-08-18,2445,29,1325,46,28937,2529,8.74,,380581,,1.19,Low Risk
Andaman and Nicobar Islands,2020-08-19,2529,30,1421,84,29303,2604,8.89,,380581,,1.19,Low Risk
Andaman and Nicobar Islands,2020-08-20,2604,30,1529,75,29487,2680,9.09,,380581,,1.15,Low Risk
Andaman and Nicobar Islands,2020-08-21,2680,31,1638,76,29573,2747,9.29,,380581,,1.16,Low Risk
Andaman and Nicobar Islands,2020-08-22,2747,32,1744,67,29888,2808,9.40,,380581,,1.16,Low Risk
Andaman and Nicobar Islands,2020-08-23,2808,32,1853,61,30278,2860,9.45,,380581,,1.14,Low Risk
Andaman and Nicobar Islands,2020-08-24,2860,33,1963,52,30513,2904,9.52,,380581,,1.15,Low Risk
Andaman and Nicobar Islands,2020-08-25,2904,35,2092,44,31082,2945,9.47,,380581,,1.21,Low Risk
Andaman and Nicobar Islands,2020-08-26,2945,37,2231,41,31646,2985,9.43,,380581,,1.26,Low Risk
Andaman and Nicobar Islands,2020-08-27,2985,41,2309,40,31830,3018,9.48,,380581,,1.37,Low Risk
Andaman and Nicobar Islands,2020-08-28,3018,42,2374,33,32100,3050,9.50,,380581,,1.39,Low Risk
Andaman and Nicobar Islands,2020-08-29,3050,42,2444,32,32407,3081,9.51,,380581,,1.38,Low Risk
Andaman and Nicobar Islands,2020-08-30,3081,44,2519,31,32674,3104,9.50,,380581,,1.43,Low Risk
Andaman and Nicobar Islands,2020-08-31,3104,45,2586,23,33485,3132,9.35,,380581,,1.45,Low Risk
Andaman and Nicobar Islands,2020-09-01,3132,46,2647,28,35104,3160,9.00,,380581,,1.47,Low Risk
Andaman and Nicobar Islands,2020-09-02,3160,46,2714,28,36136,3160,8.74,,380581,,1.46,Low Risk
Andaman and Nicobar Islands,2020-09-03,3186,47,2758,26,37075,3223,8.69,,380581,,1.48,Low Risk
Andaman and Nicobar Islands,2020-09-04,3223,48,2823,37,37825,3257,8.61,,380581,,1.49,Low Risk
Andaman and Nicobar Islands,2020-09-05,3257,49,2863,34,38574,3292,8.53,,380581,,1.50,Low Risk
Andaman and Nicobar Islands,2020-09-06,3292,50,2904,35,39205,3332,8.50,,380581,,1.52,Low Risk
Andaman and Nicobar Islands,2020-09-07,3332,50,2951,40,39995,3359,8.40,,380581,,1.50,Low Risk
Andaman and Nicobar Islands,2020-09-08,3359,50,2997,27,41039,3392,8.27,,380581,,1.49,Low Risk
Andaman and Nicobar Islands,2020-09-09,3392,50,3035,33,41776,3426,8.20,,380581,,1.47,Low Risk
Andaman and Nicobar Islands,2020-09-10,3426,51,3078,34,42792,3465,8.10,,380581,,1.49,Low Risk
Andaman and Nicobar Islands,2020-09-11,3465,51,3121,39,43680,3494,8.00,,380581,,1.47,Low Risk
Andaman and Nicobar Islands,2020-09-12,3494,51,3157,29,44570,3521,7.90,,380581,,1.46,Low Risk
Andaman and Nicobar Islands,2020-09-13,3521,51,3202,27,45279,3546,7.83,,380581,,1.45,Low Risk
Andaman and Nicobar Islands,2020-09-14,3546,51,3243,25,45987,3557,7.73,,380581,,1.44,Low Risk
Andaman and Nicobar Islands,2020-09-15,3557,52,3278,11,46823,3574,7.63,,380581,,1.46,Low Risk
Andaman and Nicobar Islands,2020-09-16,3574,52,3318,17,47794,3593,7.52,,380581,,1.45,Low Risk
Andaman and Nicobar Islands,2020-09-17,3593,52,3345,19,48861,3604,7.38,,380581,,1.45,Low Risk
Andaman and Nicobar Islands,2020-09-18,3604,52,3378,11,50035,3631,7.26,,380581,,1.44,Low Risk
Andaman and Nicobar Islands,2020-09-19,3631,52,3414,27,50681,3644,7.19,,380581,,1.43,Low Risk
Andaman and Nicobar Islands,2020-09-20,3644,52,3436,13,51262,3651,7.12,,380581,,1.43,Low Risk
Andaman and Nicobar Islands,2020-09-21,3651,52,3452,7,52220,3673,7.03,,380581,,1.42,Low Risk
Andaman and Nicobar Islands,2020-09-22,3673,52,3469,22,52845,3691,6.98,,380581,,1.42,Low Risk
Andaman and Nicobar Islands,2020-09-23,3691,52,3479,18,53591,3712,6.93,,380581,,1.41,Low Risk
Andaman and Nicobar Islands,2020-09-24,3712,52,3494,21,53591,3744,6.99,,380581,,1.40,Low Risk
Andaman and Nicobar Islands,2020-09-25,3744,52,3503,32,55169,3759,6.81,,380581,,1.39,Low Risk
Andaman and Nicobar Islands,2020-09-26,3759,52,3528,15,56059,3774,6.73,,380581,,1.38,Low Risk
Andaman and Nicobar Islands,2020-09-27,3774,52,3551,15,56661,3794,6.70,,380581,,1.38,Low Risk
Andaman and Nicobar Islands,2020-09-28,3794,53,3553,20,57343,3803,6.63,,380581,,1.40,Low Risk
Andaman and Nicobar Islands,2020-09-29,3803,53,3582,9,58135,3821,6.57,,380581,,1.39,Low Risk
Andaman and Nicobar Islands,2020-09-30,3821,53,3587,18,58763,3835,6.53,,380581,,1.39,Low Risk
Andaman and Nicobar Islands,2020-10-01,3835,53,3608,14,59676,3848,6.45,,380581,,1.38,Low Risk
Andaman and Nicobar Islands,2020-10-02,3848,53,3623,13,60437,3858,6.38,,380581,,1.38,Low Risk
Andaman and Nicobar Islands,2020-10-03,3858,53,3631,10,61231,3868,6.32,,380581,,1.37,Low Risk
Andaman and Nicobar Islands,2020-10-04,3868,53,3642,10,62103,3884,6.25,,380581,,1.37,Low Risk
Andaman and Nicobar Islands,2020-10-05,3884,53,3649,16,63009,3899,6.19,,380581,,1.36,Low Risk
Andaman and Nicobar Islands,2020-10-06,3899,54,3659,15,63790,3912,6.13,,380581,,1.38,Low Risk
Andaman and Nicobar Islands,2020-10-07,3912,54,3678,13,65111,3935,6.04,,380581,,1.38,Low Risk
Andaman and Nicobar Islands,2020-10-08,3935,54,3696,23,66244,3952,5.97,,380581,,1.37,Low Risk
Andaman and Nicobar Islands,2020-10-09,3952,55,3707,17,67332,3976,5.91,,380581,,1.39,Low Risk
Andaman and Nicobar Islands,2020-10-10,3976,55,3724,24,68464,3992,5.83,,380581,,1.38,Low Risk
Andaman and Nicobar Islands,2020-10-11,3992,55,3744,16,69146,4005,5.79,,380581,,1.38,Low Risk
Andaman and Nicobar Islands,2020-10-12,4005,55,3764,13,69932,4023,5.75,,380581,,1.37,Low Risk
Andaman and Nicobar Islands,2020-10-13,4023,55,3770,18,70780,4036,5.70,,380581,,1.37,Low Risk
Andaman and Nicobar Islands,2020-10-14,4036,55,3782,13,71624,4046,5.65,,380581,,1.36,Low Risk
Andaman and Nicobar Islands,2020-10-15,4046,55,3796,10,72525,4062,5.60,,380581,,1.36,Low Risk
Andaman and Nicobar Islands,2020-10-16,4062,55,3817,16,73363,4072,5.55,,380581,,1.35,Low Risk
Andaman and Nicobar Islands,2020-10-17,4072,56,3831,10,74277,4083,5.50,,380581,,1.38,Low Risk
Andaman and Nicobar Islands,2020-10-18,4083,56,3848,11,75030,4108,5.48,,380581,,1.37,Low Risk
Andaman and Nicobar Islands,2020-10-19,4108,56,3868,25,75977,4126,5.43,,380581,,1.36,Low Risk
Andaman and Nicobar Islands,2020-10-20,4126,56,3892,18,77200,4141,5.36,,380581,,1.36,Low Risk
Andaman and Nicobar Islands,2020-10-21,4141,56,3902,15,78303,4168,5.32,,380581,,1.35,Low Risk
Andaman and Nicobar Islands,2020-10-22,4168,56,3913,27,79301,4184,5.28,,380581,,1.34,Low Risk
Andaman and Nicobar Islands,2020-10-23,4184,57,3937,16,80768,4207,5.21,,380581,,1.36,Low Risk
Andaman and Nicobar Islands,2020-10-24,4207,58,3945,23,81880,4225,5.16,,380581,,1.38,Low Risk
Andaman and Nicobar Islands,2020-10-25,4225,58,3968,18,82626,4245,5.14,,380581,,1.37,Low Risk
Andaman and Nicobar Islands,2020-10-26,4245,58,3983,20,83115,4253,5.12,,380581,,1.37,Low Risk
Andaman and Nicobar Islands,2020-10-27,4253,58,3997,8,84308,4274,5.07,,380581,,1.36,Low Risk
Andaman and Nicobar Islands,2020-10-28,4274,58,4019,21,85378,4289,5.02,,380581,,1.36,Low Risk
Andaman and Nicobar Islands,2020-10-29,4289,58,4039,15,86715,4305,4.96,,380581,,1.35,Low Risk
Andaman and Nicobar Islands,2020-10-30,4305,59,4054,16,87789,4317,4.92,,380581,,1.37,Low Risk
Andaman and Nicobar Islands,2020-10-31,4317,59,4076,12,88453,4332,4.90,,380581,,1.37,Low Risk
Andaman and Nicobar Islands,2020-11-01,4332,59,4100,15,89559,4340,4.85,,380581,,1.36,Low Risk
Andaman and Nicobar Islands,2020-11-02,4340,60,4112,8,90901,4352,4.79,,380581,,1.38,Low Risk
Andaman and Nicobar Islands,2020-11-03,4352,60,4132,12,92249,4372,4.74,,380581,,1.38,Low Risk
Andaman and Nicobar Islands,2020-11-04,4372,60,4153,20,93406,4389,4.70,,380581,,1.37,Low Risk
Andaman and Nicobar Islands,2020-11-05,4389,60,4163,17,94639,4403,4.65,,380581,,1.37,Low Risk
Andaman and Nicobar Islands,2020-11-06,4403,60,4175,14,96214,4420,4.59,,380581,,1.36,Low Risk
Andaman and Nicobar Islands,2020-11-07,4420,60,4194,17,97603,4441,4.55,,380581,,1.36,Low Risk
Andaman and Nicobar Islands,2020-11-08,4441,60,4206,21,98812,4450,4.50,,380581,,1.35,Low Risk
Andaman and Nicobar Islands,2020-11-09,4450,60,4221,9,100025,4463,4.46,,380581,,1.35,Low Risk
Andaman and Nicobar Islands,2020-11-10,4463,60,4239,13,101226,4477,4.42,,380581,,1.34,Low Risk
Andaman and Nicobar Islands,2020-11-11,4477,60,4255,14,102433,4494,4.39,,380581,,1.34,Low Risk
Andaman and Nicobar Islands,2020-11-12,4494,60,4267,17,103599,4507,4.35,,380581,,1.34,Low Risk
Andaman and Nicobar Islands,2020-11-13,4507,61,4282,13,104785,4518,4.31,,380581,,1.35,Low Risk
Andaman and Nicobar Islands,2020-11-14,4518,61,4304,11,105699,4527,4.28,,380581,,1.35,Low Risk
Andaman and Nicobar Islands,2020-11-15,4527,61,4315,9,106734,4536,4.25,,380581,,1.35,Low Risk
Andaman and Nicobar Islands,2020-11-16,4536,61,4330,9,108080,4557,4.22,,380581,,1.34,Low Risk
Andaman and Nicobar Islands,2020-11-17,4557,61,4346,21,109646,4574,4.17,,380581,,1.34,Low Risk
Andaman and Nicobar Islands,2020-11-18,4574,61,4363,17,111166,4593,4.13,,380581,,1.33,Low Risk
Andaman and Nicobar Islands,2020-11-19,4593,61,4378,19,112792,4604,4.08,,380581,,1.33,Low Risk
Andaman and Nicobar Islands,2020-11-20,4604,61,4398,11,114392,4617,4.04,,380581,,1.32,Low Risk
Andaman and Nicobar Islands,2020-11-21,4617,61,4408,13,115968,4631,3.99,,380581,,1.32,Low Risk
Andaman and Nicobar Islands,2020-11-22,4631,61,4428,14,117093,4641,3.96,,380581,,1.32,Low Risk
Andaman and Nicobar Islands,2020-11-23,4641,61,4440,10,118654,4656,3.92,,380581,,1.31,Low Risk
Andaman and Nicobar Islands,2020-11-24,4656,61,4453,15,120324,4667,3.88,,380581,,1.31,Low Risk
Andaman and Nicobar Islands,2020-11-25,4667,61,4464,11,121931,4677,3.84,,380581,,1.31,Low Risk
Andaman and Nicobar Islands,2020-11-26,4677,61,4479,10,123165,4682,3.80,,380581,,1.30,Low Risk
Andaman and Nicobar Islands,2020-11-27,4682,61,4491,5,124832,4689,3.76,,380581,,1.30,Low Risk
Andaman and Nicobar Islands,2020-11-28,4689,61,4508,7,126331,4698,3.72,,380581,,1.30,Low Risk
Andaman and Nicobar Islands,2020-11-29,4698,61,4518,9,127912,4704,3.68,,380581,,1.30,Low Risk
Andaman and Nicobar Islands,2020-11-30,4704,61,4537,6,129389,4710,3.64,,380581,,1.30,Low Risk
Andaman and Nicobar Islands,2020-12-01,4710,61,4550,6,131080,4718,3.60,,380581,,1.30,Low Risk
Andaman and Nicobar Islands,2020-12-02,4718,61,4566,8,132784,4723,3.56,,380581,,1.29,Low Risk
Andaman and Nicobar Islands,2020-12-03,4723,61,4583,5,134355,4729,3.52,,380581,,1.29,Low Risk
Andaman and Nicobar Islands,2020-12-04,4729,61,4597,6,135952,4742,3.49,,380581,,1.29,Low Risk
Andaman and Nicobar Islands,2020-12-05,4742,61,4611,13,137648,4747,3.45,,380581,,1.29,Low Risk
Andaman and Nicobar Islands,2020-12-06,4747,61,4616,5,139326,4758,3.42,,380581,,1.29,Low Risk
Andaman and Nicobar Islands,2020-12-07,4758,61,4624,11,140961,4773,3.39,,380581,,1.28,Low Risk
