state,record_date,sessions,sites,total_doses,first_dose,second_dose,male_doses,female_doses,transgender_doses,covaxin_doses,covishield_doses,sputnik_v_doses,aefi,doses_18_44,doses_45_60,doses_60_plus,ind_vax_18_44,ind_vax_45_60,ind_vax_60_plus,male_ind_vax,female_ind_vax,transgender_ind_vax,total_ind_vax
Andaman and Nicobar Islands,2021-07-19,12786,37,261259,181725,79534,140027,121202,30,0,261259,0,5,88293,114847,58119,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-07-20,13321,35,265699,184157,81542,142402,123266,31,0,265699,0,5,90521,116454,58724,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-07-21,0,0,265754,184160,81594,142431,123292,31,0,265754,0,5,90524,116486,58744,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-07-22,12936,33,270664,187006,83658,145064,125569,31,0,270664,0,5,93212,118012,59440,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-07-23,13534,34,275377,190151,85226,147525,127820,32,0,275377,0,5,96192,119198,59987,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-07-24,13077,34,279195,192718,86477,149484,129677,34,0,279195,0,5,98627,120147,60421,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-07-25,2817,16,279839,193281,86558,149816,129989,34,0,279839,0,5,99170,120205,60464,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-07-26,10665,38,282966,195082,87884,151417,131514,35,0,282966,0,5,100808,121268,60890,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-07-27,10358,32,286856,197991,88865,153481,133340,35,0,286856,0,5,103580,122102,61174,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-07-28,0,0,290801,201244,89557,155413,135352,36,0,290801,0,5,106635,122708,61458,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-07-29,9366,30,294198,203975,90223,157098,137064,36,0,294198,0,5,109302,123220,61676,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-07-30,8147,34,296896,206031,90865,158438,138421,37,0,296896,0,5,111377,123691,61828,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-07-31,8992,35,298969,207419,91550,159508,139424,37,0,298969,0,5,112608,124324,62037,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-01,140,1,301367,209737,91630,160772,140557,38,0,301367,0,5,112946,125705,62716,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-02,6337,33,302726,210578,92148,161454,141234,38,0,302726,0,5,113766,126085,62875,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-03,5780,28,304142,211561,92581,162185,141919,38,0,304142,0,5,114633,126468,63041,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-04,7141,31,305729,212571,93158,163008,142682,39,0,305729,0,5,115654,126889,63186,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-05,5504,30,307014,213457,93557,163740,143234,40,0,307014,0,5,116510,127204,63300,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-06,4193,29,308177,214333,93844,164339,143798,40,0,308177,0,5,117212,127533,63432,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-07,5149,29,309270,215021,94249,164868,144362,40,0,309270,0,5,117914,127834,63522,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-08,540,2,309349,215077,94272,164902,144407,40,0,309349,0,5,117991,127835,63523,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-09,5325,31,310643,216046,94597,165554,145049,40,0,310643,0,5,118865,128122,63656,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2021-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2021-01-16,541,339,4216,4216,0,857,3359,0,0,4216,0,0,0,0,0,0,0,0,0,0,0,4216
Andhra Pradesh,2021-01-17,1025,444,9251,9251,0,1876,7374,1,0,9251,0,0,0,0,0,0,0,0,0,0,0,9251
Andhra Pradesh,2021-01-18,1458,581,12234,12234,0,2974,9260,0,0,12234,0,0,0,0,0,0,0,0,0,0,0,12234
Andhra Pradesh,2021-01-19,2039,828,25539,25539,0,9564,15975,0,0,25539,0,0,0,0,0,0,0,0,0,0,0,25539
Andhra Pradesh,2021-01-20,3111,1125,35901,35901,0,10940,24961,0,135,35766,0,0,0,0,0,0,0,0,0,0,0,35901
Andhra Pradesh,2021-01-21,4286,1342,45040,45040,0,12812,32228,0,395,44645,0,0,0,0,0,0,0,0,0,0,0,45040
Andhra Pradesh,2021-01-22,5151,1412,55697,55697,0,15918,39779,0,573,55124,0,0,0,0,0,0,0,0,0,0,0,55697
Andhra Pradesh,2021-01-23,6375,1528,70380,70380,0,20177,50203,0,947,69433,0,0,0,0,0,0,0,0,0,0,0,70380
Andhra Pradesh,2021-01-24,6922,1593,74221,74221,0,20948,53272,1,1087,73134,0,0,0,0,0,0,0,0,0,0,0,74221
Andhra Pradesh,2021-01-25,7342,1629,89879,89879,0,25497,64381,1,1984,87895,0,0,0,0,0,0,0,0,0,0,0,89879
Andhra Pradesh,2021-01-26,7575,1658,90616,90616,0,25689,64926,1,1995,88621,0,0,0,0,0,0,0,0,0,0,0,90616
Andhra Pradesh,2021-01-27,7913,1713,107999,107999,0,31152,76840,7,3166,104833,0,0,0,0,0,0,0,0,0,0,0,107999
Andhra Pradesh,2021-01-28,8486,1745,117543,117543,0,34950,82580,13,4631,112912,0,0,0,0,0,0,0,0,0,0,0,117543
Andhra Pradesh,2021-01-29,8914,1779,124647,124647,0,37524,87110,13,5812,118835,0,0,0,0,0,0,0,0,0,0,0,124647
Andhra Pradesh,2021-01-30,9514,1808,133571,133571,0,40740,92814,17,7925,125646,0,0,0,0,0,0,0,0,0,0,0,133571
Andhra Pradesh,2021-01-31,9940,1818,133623,133623,0,40757,92849,17,7925,125698,0,0,0,0,0,0,0,0,0,0,0,133623
Andhra Pradesh,2021-02-01,10327,1843,133642,133642,0,40763,92862,17,7925,125717,0,0,0,0,0,0,0,0,0,0,0,133642
Andhra Pradesh,2021-02-02,11480,2392,133646,133646,0,40765,92864,17,7925,125721,0,0,0,0,0,0,0,0,0,0,0,133646
Andhra Pradesh,2021-02-03,12258,2490,161302,161302,0,56129,105152,21,10893,150409,0,0,0,0,0,0,0,0,0,0,0,161302
Andhra Pradesh,2021-02-04,13539,2591,188704,188704,0,72231,116449,24,13959,174745,0,0,0,0,0,0,0,0,0,0,0,188704
Andhra Pradesh,2021-02-05,14549,2673,218899,218899,0,90167,128708,24,17464,201435,0,0,0,0,0,0,0,0,0,0,0,218899
Andhra Pradesh,2021-02-06,15374,2722,245938,245938,0,105960,139953,25,20484,225454,0,0,0,0,0,0,0,0,0,0,0,245938
Andhra Pradesh,2021-02-07,15966,2772,249205,249205,0,108137,141043,25,20627,228578,0,0,0,0,0,0,0,0,0,0,0,249205
Andhra Pradesh,2021-02-08,16965,2800,263588,263588,0,116724,146839,25,23315,240273,0,0,0,0,0,0,0,0,0,0,0,263588
Assam,2021-02-02,1425,500,34848,34848,0,11090,23757,1,2778,32070,0,0,0,0,0,0,0,0,0,0,0,34848
Andhra Pradesh,2021-02-11,19437,2914,294574,294574,0,135823,158721,30,31656,262918,0,0,0,0,0,0,0,0,0,0,0,294574
Andhra Pradesh,2021-02-12,20646,2934,303031,303031,0,140600,162400,31,33536,269495,0,0,0,0,0,0,0,0,0,0,0,303031
Andhra Pradesh,2021-02-13,22222,2959,319740,313507,6233,144054,169422,31,34633,278874,0,0,0,0,0,0,0,0,0,0,0,313507
Andhra Pradesh,2021-02-14,22755,2965,319743,313509,6234,144055,169423,31,34634,278875,0,0,0,0,0,0,0,0,0,0,0,313509
Andhra Pradesh,2021-02-15,23889,2995,345830,329041,16789,148538,180470,33,35388,293653,0,0,0,0,0,0,0,0,0,0,0,329041
Andhra Pradesh,2021-02-16,25140,3012,370880,344146,26734,153041,191072,33,36414,307732,0,0,0,0,0,0,0,0,0,0,0,344146
Andhra Pradesh,2021-02-17,26455,3046,402851,364844,38007,160016,204789,39,37477,327367,0,0,0,0,0,0,0,0,0,0,0,364844
Andhra Pradesh,2021-02-18,27439,3102,414038,359785,54253,160812,198938,35,38015,321770,0,0,0,0,0,0,0,0,0,0,0,359785
Andhra Pradesh,2021-02-19,28331,3134,476505,403279,73226,174122,229118,39,39850,363429,0,0,0,0,0,0,0,0,0,0,0,403279
Andhra Pradesh,2021-02-20,29308,3152,501288,413818,87470,179244,234535,39,41060,372758,0,0,0,0,0,0,0,0,0,0,0,413818
Andhra Pradesh,2021-02-21,29994,3171,509044,418634,90410,181302,237293,39,41740,376894,0,0,0,0,0,0,0,0,0,0,0,418634
Andhra Pradesh,2021-02-22,31021,3232,534507,431789,102718,188071,243679,39,43806,387983,0,0,0,0,0,0,0,0,0,0,0,431789
Andhra Pradesh,2021-02-23,32298,3362,559483,448490,110993,196967,251481,42,47078,401412,0,0,0,0,0,0,0,0,0,0,0,448490
Andhra Pradesh,2021-02-24,33332,3398,596327,476866,119461,217419,259404,43,53659,423207,0,0,0,0,0,0,0,0,0,0,0,476866
Andhra Pradesh,2021-02-25,34220,3409,639187,510185,129002,240092,270049,44,60574,449611,0,0,0,0,0,0,0,0,0,0,0,510185
Andhra Pradesh,2021-02-26,34950,3414,673767,535955,137812,256973,278935,47,65196,470759,0,0,0,0,0,0,0,0,0,0,0,535955
Andhra Pradesh,2021-02-27,34950,3414,673767,535955,137812,256973,278935,47,65196,470759,0,0,0,0,0,0,0,0,0,0,0,535955
Andhra Pradesh,2021-02-28,35027,3432,673767,535955,137812,256973,278935,47,65196,470759,0,0,0,0,0,0,0,0,0,0,0,535955
Andhra Pradesh,2021-03-01,38076,3848,673767,535955,137812,256973,278935,47,65196,470759,0,0,0,0,0,0,0,0,0,0,0,535955
Andhra Pradesh,2021-03-02,44866,3900,702035,559569,142466,272575,286947,47,67418,492151,0,0,0,0,0,0,0,0,0,0,0,559569
Andhra Pradesh,2021-03-03,51667,3942,724119,577662,146457,284104,293510,48,69578,508084,0,0,0,0,0,0,0,0,0,0,0,577662
Andhra Pradesh,2021-03-04,69948,4470,749445,596324,153121,295529,300746,49,71701,524623,0,0,0,0,0,0,0,0,0,0,0,596324
Andhra Pradesh,2021-03-05,82741,4633,785259,620332,164927,309536,310748,48,74476,545856,0,0,0,0,0,0,0,0,0,0,0,620332
Andhra Pradesh,2021-03-06,90238,4767,836177,653058,183119,328100,324908,50,78593,574465,0,0,0,0,0,0,0,0,0,0,0,653058
Andhra Pradesh,2021-03-07,92172,4800,836337,653146,183191,328113,324983,50,78617,574529,0,0,0,0,0,0,0,0,0,0,0,653146
Andhra Pradesh,2021-03-08,103973,5022,886175,688936,197239,348024,340859,53,82883,606053,0,0,0,0,0,0,0,0,0,0,0,688936
Andhra Pradesh,2021-03-09,322430,2134,740389,530098,210291,376301,364030,58,89539,650809,0,0,0,0,0,0,0,0,0,0,0,740389
Andhra Pradesh,2021-03-10,339254,2226,781210,561939,219271,398607,382539,64,94900,686269,0,0,0,0,0,0,0,0,0,0,0,781210
Andhra Pradesh,2021-03-11,222832,1483,789453,568693,220760,403348,386041,64,96712,692699,0,0,0,0,0,0,0,0,0,0,0,789453
Andhra Pradesh,2021-03-12,335216,2218,837831,606440,231391,429298,408467,66,103913,733876,0,0,0,0,0,0,0,0,0,0,0,837831
Andhra Pradesh,2021-03-13,335490,2217,881112,643857,237255,452180,428861,71,110778,770292,0,0,0,0,0,0,0,0,0,0,0,881112
Andhra Pradesh,2021-03-14,6750,45,881921,644610,237311,452618,429232,71,110902,770977,0,0,0,0,0,0,0,0,0,0,0,881921
Andhra Pradesh,2021-03-15,338151,2225,955901,708969,246932,492123,463692,86,122599,833260,0,0,0,0,0,0,0,0,0,0,0,955901
Andhra Pradesh,2021-03-16,331083,2204,1234075,976078,257997,501439,474547,92,145251,1088824,0,246,0,0,0,449861,294123,231493,0,0,0,976078
Andhra Pradesh,2021-03-17,331021,2206,1380960,1112607,268353,574770,537734,103,170164,1210796,0,249,0,0,0,456352,332896,322740,0,0,0,1112607
Andhra Pradesh,2021-03-18,335302,2210,1472043,1194255,277788,618525,575611,119,186695,1285348,0,249,0,0,0,463443,359378,370810,0,0,0,1194255
Andhra Pradesh,2021-03-19,334210,2219,1569131,1280956,288175,664137,616691,128,202942,1366189,0,252,0,0,0,471592,389071,419652,0,0,0,1280956
Andhra Pradesh,2021-03-20,335031,2219,1681001,1381802,299199,716836,664828,138,223400,1457601,0,252,0,0,0,480556,426536,474050,0,0,0,1381802
Andhra Pradesh,2021-03-21,3050,23,1689691,1389085,300606,720620,668325,140,226239,1463452,0,256,0,0,0,481919,429596,476906,0,0,0,1389085
Andhra Pradesh,2021-03-22,337475,2224,1803338,1494286,309052,775360,718779,147,244907,1558431,0,257,0,0,0,489025,467683,536895,0,0,0,1494286
Andhra Pradesh,2021-03-23,335500,2213,1939162,1617797,321365,839203,778435,159,270231,1668931,0,258,0,0,0,499489,515889,601710,0,0,0,1617797
Andhra Pradesh,2021-03-24,336601,2227,2062333,1729748,332585,897812,831772,164,295142,1767191,0,259,0,0,0,508180,560161,660685,0,0,0,1729748
Andhra Pradesh,2021-03-25,370097,2396,2211652,1864559,347093,967527,896857,175,325173,1886479,0,262,0,0,0,519359,614856,729605,0,0,0,1864559
Andhra Pradesh,2021-03-26,343411,2250,2320613,1960827,359786,1018958,941678,191,349550,1971063,0,265,0,0,0,527970,657492,774602,0,0,0,1960827
Andhra Pradesh,2021-03-27,345300,2266,2451110,2078246,372864,1079183,998859,204,377544,2073566,0,268,0,0,0,538183,709905,829386,0,0,0,2078246
Andhra Pradesh,2021-03-28,70050,490,2461015,2086565,374450,1083308,1003053,204,378976,2082039,0,270,0,0,0,538599,713244,833949,0,0,0,2086565
Andhra Pradesh,2021-03-29,269220,1745,2527121,2149525,377596,1115491,1033824,210,397004,2130117,0,273,0,0,0,542208,741726,864814,0,0,0,2149525
Andhra Pradesh,2021-03-30,370220,2333,2621769,2234331,387438,1159964,1074147,220,419605,2202164,0,280,0,0,0,549548,778264,905732,0,0,0,2234331
Andhra Pradesh,2021-03-31,378570,2437,2725169,2328018,397151,1206900,1120885,233,448242,2276927,0,285,0,0,0,555848,819554,951824,0,0,0,2328018
Andhra Pradesh,2021-04-01,422202,2550,2825721,2421043,404678,1253157,1167646,240,481315,2344406,0,286,0,0,0,560696,869086,990468,0,0,0,2421043
Andhra Pradesh,2021-04-02,261339,1564,2898547,2487480,411067,1286771,1200459,250,505786,2392761,0,287,0,0,0,564687,906705,1015288,0,0,0,2487480
Andhra Pradesh,2021-04-03,364450,2282,2986837,2566814,420023,1325949,1240608,257,530038,2456799,0,289,0,0,0,568441,952168,1045407,0,0,0,2566814
Andhra Pradesh,2021-04-04,139081,922,3047568,2621707,425861,1352129,1269318,260,546389,2501179,0,290,0,0,0,571565,985014,1064326,0,0,0,2621707
Andhra Pradesh,2021-04-05,407860,2470,3142814,2706804,436010,1392670,1313862,272,567792,2575022,0,290,0,0,0,571890,1035803,1098306,0,0,0,2706804
Andhra Pradesh,2021-04-06,372084,2274,3207917,2764322,443595,1419795,1344250,277,584072,2623845,0,292,0,0,0,572202,1070999,1120315,0,0,0,2764322
Andhra Pradesh,2021-04-07,416382,2308,3352010,2890332,461678,1479792,1410248,292,619956,2732054,0,293,0,0,0,572851,1148111,1168563,0,0,0,2890332
Andhra Pradesh,2021-04-08,425051,2309,3496367,3020007,476360,1540961,1478742,304,652047,2844320,0,295,0,0,0,573402,1229768,1216028,0,0,0,3020007
Andhra Pradesh,2021-04-09,315795,2000,3571106,3081066,490040,1572089,1508662,315,665935,2905171,0,296,0,0,0,574582,1267493,1238183,0,0,0,3081066
Andhra Pradesh,2021-04-10,415755,2308,3803237,3281351,521886,1670720,1610286,345,688816,3114421,0,297,0,0,0,593448,1384680,1302409,0,0,0,3281351
Andhra Pradesh,2021-04-11,374351,1465,3892459,3362926,529533,1710124,1652442,360,716938,3175521,0,297,0,0,0,598424,1434553,1329131,0,0,0,3362926
Andhra Pradesh,2021-04-12,314600,1984,3913669,3380423,533246,1719378,1660680,365,728993,3184676,0,301,0,0,0,599103,1445857,1334645,0,0,0,3380423
Andhra Pradesh,2021-04-13,182750,1357,3918519,3383754,534765,1721192,1662197,365,729750,3188769,0,301,0,0,0,599131,1447980,1335825,0,0,0,3383754
Andhra Pradesh,2021-04-14,1150180,3403,4558756,3973533,585223,2001124,1971969,440,925165,3633591,0,304,0,0,0,621824,1796875,1553988,0,0,0,3973533
Andhra Pradesh,2021-04-15,260050,1633,4597442,4003901,593541,2016874,1986583,444,939760,3657682,0,309,0,0,0,624216,1814781,1564058,0,0,0,4003901
Andhra Pradesh,2021-04-16,111751,811,4603722,4007469,596253,2018845,1988180,444,942285,3661437,0,310,0,0,0,624347,1816919,1565357,0,0,0,4007469
Andhra Pradesh,2021-04-17,83450,597,4607860,4009940,597920,2020113,1989380,447,944014,3663846,0,311,0,0,0,624345,1818406,1566340,0,0,0,4009940
Andhra Pradesh,2021-04-18,58100,396,4613016,4013140,599876,2021729,1990964,447,944220,3668796,0,311,0,0,0,624431,1820448,1567412,0,0,0,4013140
Andhra Pradesh,2021-04-19,297050,1912,4756582,4140526,616056,2091593,2048468,465,947164,3809418,0,313,0,0,0,688483,1868126,1583016,0,0,0,4140526
Andhra Pradesh,2021-04-20,274150,2035,4927355,4234572,692783,2143599,2090498,475,966614,3960741,0,315,0,0,0,721289,1910302,1602054,0,0,0,4234572
Andhra Pradesh,2021-04-21,275132,2041,4968449,4257182,711267,2156651,2100050,481,974969,3993480,0,316,0,0,0,726757,1921889,1607607,0,0,0,4257182
Andhra Pradesh,2021-04-22,304361,2248,5327886,4337021,990865,2198899,2137627,495,1012178,4315708,0,316,0,0,0,734637,1953484,1647973,0,0,0,4337021
Andhra Pradesh,2021-04-23,286490,2187,5554779,4464620,1090159,2267153,2196954,513,1028859,4525920,0,316,0,0,0,743348,2028790,1691548,0,0,0,4464620
Andhra Pradesh,2021-04-24,231700,1953,5669867,4543318,1126549,2310508,2232281,529,1035362,4634505,0,317,0,0,0,749749,2077641,1714992,0,0,0,4543318
Andhra Pradesh,2021-04-25,84100,560,5678642,4547972,1130670,2313082,2234361,529,1035700,4642942,0,317,0,0,0,750308,2080282,1716446,0,0,0,4547972
Andhra Pradesh,2021-04-26,261120,2046,5986083,4761686,1224397,2427613,2333503,570,1038678,4947405,0,317,0,0,0,763649,2213184,1783889,0,0,0,4761686
Andhra Pradesh,2021-04-27,261120,2068,6177693,4904030,1273663,2504587,2398847,596,1041050,5136643,0,318,0,0,0,914789,2160119,1828146,0,0,0,4904030
Andhra Pradesh,2021-04-28,226051,1831,6281949,4955046,1326903,2532259,2422187,600,1088044,5193905,0,319,0,0,0,918886,2191260,1843922,0,0,0,4955046
Andhra Pradesh,2021-04-29,208309,1708,6353841,4988411,1365430,2550447,2437361,603,1129406,5224435,0,320,0,0,0,922169,2210737,1854667,0,0,0,4988411
Andhra Pradesh,2021-04-30,208210,1959,6579034,5112011,1467023,2617576,2493805,630,1142028,5437006,0,321,0,0,0,936816,2283700,1890631,0,0,0,5112011
Andhra Pradesh,2021-05-01,171700,1636,6694297,5174960,1519337,2651598,2522724,638,1149672,5544625,0,322,0,0,0,943270,2319814,1911011,0,0,0,5174960
Andhra Pradesh,2021-05-02,15400,146,6696325,5176393,1519932,2652440,2523315,638,1149985,5546340,0,322,0,0,0,938050,2326124,1911410,0,0,0,5176393
Andhra Pradesh,2021-05-03,145000,1346,6732767,5195851,1536916,2663314,2531894,643,1155229,5577538,0,322,0,0,0,940743,2337772,1916527,0,0,0,5195851
Andhra Pradesh,2021-05-04,91200,866,6748028,5204180,1543848,2668179,2535341,660,1157926,5590102,0,322,0,0,0,941985,2342891,1918479,0,0,0,5204180
Andhra Pradesh,2021-05-05,195650,1569,6947225,5273196,1674029,2705002,2567518,676,1158649,5788576,0,322,0,0,0,951034,2382276,1939059,0,0,0,5273196
Andhra Pradesh,2021-05-06,207900,1662,7140106,5345545,1794561,2741996,2602857,692,1159531,5980575,0,322,0,0,0,956829,2422220,1965664,0,0,0,5345545
Andhra Pradesh,2021-05-07,165850,1527,7255219,5393064,1862155,2766788,2625576,700,1167687,6087532,0,322,0,0,0,961496,2446772,1983963,0,0,0,5393064
Andhra Pradesh,2021-05-08,178100,1462,7410800,5436592,1974208,2788681,2647201,710,1218670,6192130,0,322,0,0,0,965112,2470493,2000149,0,0,0,5436592
Andhra Pradesh,2021-05-09,31450,221,7425692,5443382,1982310,2792615,2650055,712,1226065,6199627,0,322,0,0,0,968554,2472762,2001228,0,0,0,5443382
Andhra Pradesh,2021-05-10,20100,172,7427778,5443951,1983827,2792927,2650312,712,1227720,6200058,0,323,0,0,0,968901,2472987,2001216,0,0,0,5443951
Andhra Pradesh,2021-05-11,51650,494,7463899,5450913,2012986,2796374,2653826,713,1231872,6232027,0,323,0,0,0,969206,2476832,2003984,0,0,0,5450913
Andhra Pradesh,2021-05-12,107600,885,7504394,5459958,2044436,2801005,2658237,716,1243390,6261004,0,323,0,0,0,969935,2481825,2007266,0,0,0,5459958
Andhra Pradesh,2021-05-13,110750,1010,7551945,5470083,2081862,2806378,2662988,717,1249384,6302561,0,323,0,0,0,971497,2486993,2010602,0,0,0,5470083
Andhra Pradesh,2021-05-14,61550,597,7570886,5474544,2096342,2808596,2665231,717,1254311,6316575,0,323,0,0,0,972281,2489174,2012089,0,0,0,5474544
Andhra Pradesh,2021-05-15,100480,968,7651927,5484714,2167213,2813644,2670349,721,1325533,6326394,0,324,0,0,0,973918,2494640,2015088,0,0,0,5484714
Andhra Pradesh,2021-05-16,32624,215,7664356,5487757,2176599,2815330,2671705,722,1337057,6327299,0,324,0,0,0,974165,2496436,2016086,0,0,0,5487757
Andhra Pradesh,2021-05-17,221492,986,7731254,5504954,2226300,2824795,2679434,725,1396931,6334323,0,325,0,0,0,976296,2506893,2020669,0,0,0,5504954
Andhra Pradesh,2021-05-18,217541,967,7799705,5518465,2281240,2832373,2685367,725,1459794,6339911,0,325,0,0,0,977578,2515566,2024207,0,0,0,5518465
Andhra Pradesh,2021-05-19,140404,787,7835404,5529872,2305532,2838551,2690596,725,1490064,6345340,0,325,0,0,0,979478,2522612,2026658,0,0,0,5529872
Andhra Pradesh,2021-05-20,135182,742,7858242,5540108,2318134,2844499,2694884,725,1507305,6350937,0,326,0,0,0,981943,2528483,2028549,0,0,0,5540108
Andhra Pradesh,2021-05-21,152022,854,7893522,5553124,2340398,2851383,2701013,728,1535768,6357725,29,326,0,0,0,984699,2536292,2030978,0,0,0,5553124
Andhra Pradesh,2021-05-22,119036,711,7912356,5564360,2347996,2858192,2705438,730,1545271,6367023,62,326,0,0,0,986822,2543637,2032744,0,0,0,5564360
Andhra Pradesh,2021-05-23,13800,84,7916347,5565702,2350645,2858966,2706006,730,1548415,6367870,62,326,0,0,0,987150,2544409,2032984,0,0,0,5565702
Andhra Pradesh,2021-05-24,239081,982,8024687,5657964,2366723,2909409,2747806,749,1567091,6457526,70,326,0,0,0,993485,2603959,2059316,0,0,0,5657964
Andhra Pradesh,2021-05-25,319242,1116,8166313,5791183,2375130,2983569,2806843,771,1579033,6587190,90,326,0,0,0,1008509,2688087,2093365,0,0,0,5791183
Andhra Pradesh,2021-05-26,718777,1326,8461498,6077585,2383913,3130910,2945858,817,1590535,6870841,122,326,0,0,0,1028375,2874238,2173689,0,0,0,6077585
Andhra Pradesh,2021-05-27,1252094,1664,9041673,6646298,2395375,3411217,3234113,968,1602670,7438870,133,326,0,0,0,1052646,3241917,2350355,0,0,0,6646298
Andhra Pradesh,2021-05-28,1263236,1683,9489396,7076650,2412746,3621182,3454426,1042,1621548,7867704,144,327,0,0,0,1074975,3532197,2468055,0,0,0,7076650
Andhra Pradesh,2021-05-29,1061578,1672,9756270,7274735,2481535,3717102,3556563,1070,1703809,8052292,169,328,0,0,0,1088097,3664176,2521012,0,0,0,7274735
Andhra Pradesh,2021-05-30,101911,343,9772924,7288465,2484459,3723835,3563555,1075,1709033,8063722,169,328,0,0,0,1089302,3673174,2524538,0,0,0,7288465
Andhra Pradesh,2021-05-31,523404,1019,9868747,7356423,2512324,3757692,3597643,1088,1747453,8121064,230,328,0,0,0,1099313,3715663,2539984,0,0,0,7356423
Andhra Pradesh,2021-06-01,700195,1341,10083415,7553586,2529829,3853058,3699410,1118,1780292,8302843,280,328,0,0,0,1118257,3846429,2587408,0,0,0,7553586
Andhra Pradesh,2021-06-02,789656,1207,10243842,7696078,2547764,3922543,3772396,1139,1875260,8368274,308,328,0,0,0,1144139,3932881,2617554,0,0,0,7696078
Andhra Pradesh,2021-06-03,707433,1008,10341301,7786969,2554332,3965736,3820087,1146,1904457,8436346,498,329,0,0,0,1158181,3988874,2638390,0,0,0,7786969
Andhra Pradesh,2021-06-04,1020917,1696,10708410,8141170,2567240,4135672,4004213,1285,1925318,8782234,858,330,0,0,0,1196111,4224056,2719400,0,0,0,8141170
Andhra Pradesh,2021-06-05,684992,1329,10803822,8231348,2572474,4180641,4049412,1295,1946325,8856083,1414,330,0,0,0,1219404,4274625,2735703,0,0,0,8231348
Andhra Pradesh,2021-06-06,270807,556,10869971,8293652,2576319,4210095,4082255,1302,1962928,8905629,1414,330,0,0,0,1226941,4314874,2750212,0,0,0,8293652
Andhra Pradesh,2021-06-07,641643,1198,11013621,8429887,2583734,4279146,4149418,1323,2027977,8983724,1920,330,0,0,0,1257449,4392940,2777850,0,0,0,8429887
Andhra Pradesh,2021-06-08,480348,969,11059995,8472406,2587589,4302407,4168673,1326,2048032,9009451,2512,330,0,0,0,1275494,4411286,2783959,0,0,0,8472406
Andhra Pradesh,2021-06-09,536951,1112,11234803,8637923,2596880,4370514,4266054,1355,2056250,9175289,3264,330,0,0,0,1329357,4493966,2812906,0,0,0,8637923
Andhra Pradesh,2021-06-10,810123,1567,11496440,8891341,2605099,4452456,4437458,1427,2059722,9432881,3837,330,0,0,0,1450753,4591810,2847057,0,0,0,8891341
